IdZdarzenia;Data;IdOsoby;IdWykroczenia
1068;2023-03-18;775;1
1069;2023-03-18;494;5
1070;2023-03-18;243;1
1071;2023-03-18;604;2
1072;2023-03-18;251;6
1073;2023-03-19;555;3
1074;2023-03-19;352;2
1075;2023-03-19;466;1
1076;2023-03-19;523;3
1077;2023-03-19;958;2
1078;2023-03-19;839;5
1079;2023-03-19;441;3
1080;2023-03-19;805;2
1081;2023-03-19;728;1
1082;2023-03-19;998;3
1083;2023-03-20;907;5
1084;2023-03-20;946;2
1085;2023-03-20;162;2
1086;2023-03-20;443;6
1087;2023-03-20;374;5
1088;2023-03-20;521;4
1089;2023-03-20;128;2
1090;2023-03-20;110;1
1091;2023-03-20;552;5
1092;2023-03-20;136;6
1093;2023-03-20;332;1
1094;2023-03-20;308;5
1095;2023-03-20;29;3
1096;2023-03-20;599;6
1097;2023-03-20;312;2
1098;2023-03-20;559;2
1099;2023-03-20;865;3
1100;2023-03-20;237;6
1101;2023-03-21;15;1
1102;2023-03-21;190;2
1103;2023-03-21;1000;2
1104;2023-03-21;136;2
1105;2023-03-21;694;3
1106;2023-03-21;262;6
1107;2023-03-21;803;6
1108;2023-03-21;298;5
1109;2023-03-21;451;6
1110;2023-03-21;177;3
1111;2023-03-21;418;6
1112;2023-03-21;627;1
1113;2023-03-21;117;5
1114;2023-03-22;129;2
1115;2023-03-22;361;6
1116;2023-03-22;55;1
1117;2023-03-22;721;3
1118;2023-03-22;117;5
1119;2023-03-22;544;5
1120;2023-03-22;198;1
1121;2023-03-22;831;2
1122;2023-03-22;493;1
1123;2023-03-22;840;4
1124;2023-03-22;70;1
1125;2023-03-22;824;3
1126;2023-03-22;119;5
1127;2023-03-22;291;3
1128;2023-03-22;344;4
1129;2023-03-22;28;4
1130;2023-03-23;233;2
1131;2023-03-23;324;5
1132;2023-03-23;584;6
1133;2023-03-23;358;5
1134;2023-03-23;417;1
1135;2023-03-23;867;1
1136;2023-03-23;677;3
1137;2023-03-23;436;1
1138;2023-03-23;414;5
1139;2023-03-23;405;2
1140;2023-03-23;622;2
1141;2023-03-23;27;6
1142;2023-03-24;83;4
1143;2023-03-24;9;2
1144;2023-03-24;632;4
1145;2023-03-24;869;4
1146;2023-03-24;919;6
1147;2023-03-24;505;1
1148;2023-03-24;132;2
1149;2023-03-24;22;5
1150;2023-03-24;51;6
1151;2023-03-24;723;2
1152;2023-03-24;397;6
1153;2023-03-24;622;5
1154;2023-03-24;726;2
1155;2023-03-24;328;1
1156;2023-03-24;228;4
1157;2023-03-25;583;3
1158;2023-03-25;299;2
1159;2023-03-25;978;1
1160;2023-03-25;765;5
1161;2023-03-25;337;1
1162;2023-03-25;830;1
1163;2023-03-25;933;4
1164;2023-03-25;282;6
1165;2023-03-25;5;6
1166;2023-03-25;446;6
1167;2023-03-25;886;2
1168;2023-03-25;424;3
1169;2023-03-25;343;6
1170;2023-03-25;445;2
1171;2023-03-25;559;1
1172;2023-03-25;656;5
1173;2023-03-25;608;3
1174;2023-03-26;739;1
1175;2023-03-26;486;2
1176;2023-03-26;242;2
1177;2023-03-26;261;4
1178;2023-03-26;285;6
1179;2023-03-26;409;6
1180;2023-03-26;241;4
1181;2023-03-26;903;6
1182;2023-03-26;106;3
1183;2023-03-26;700;5
1184;2023-03-26;586;4
1185;2023-03-26;724;4
1186;2023-03-26;270;4
1187;2023-03-27;297;5
1188;2023-03-27;167;1
1189;2023-03-27;319;3
1190;2023-03-27;471;6
1191;2023-03-27;3;4
1192;2023-03-27;96;5
1193;2023-03-27;947;4
1194;2023-03-27;698;4
1195;2023-03-27;205;6
1196;2023-03-27;333;2
1197;2023-03-27;33;4
1198;2023-03-27;696;4
1199;2023-03-27;143;6
1200;2023-03-28;733;4
1201;2023-03-28;336;2
1202;2023-03-28;90;3
1203;2023-03-28;292;2
1204;2023-03-28;864;3
1205;2023-03-28;494;3
1206;2023-03-28;229;1
1207;2023-03-28;578;2
1208;2023-03-28;159;2
1209;2023-03-28;751;1
1210;2023-03-28;602;4
1211;2023-03-28;707;2
1212;2023-03-28;952;2
1213;2023-03-28;445;2
1214;2023-03-28;761;3
1215;2023-03-28;518;4
1216;2023-03-29;636;2
1217;2023-03-29;596;1
1218;2023-03-29;716;2
1219;2023-03-29;678;3
1220;2023-03-29;169;4
1221;2023-03-29;334;4
1222;2023-03-29;330;3
1223;2023-03-29;830;3
1224;2023-03-29;785;6
1225;2023-03-29;187;2
1226;2023-03-29;326;4
1227;2023-03-29;259;1
1228;2023-03-29;854;6
1229;2023-03-29;526;6
1230;2023-03-29;455;5
1231;2023-03-30;139;5
1232;2023-03-30;93;3
1233;2023-03-30;67;3
1234;2023-03-30;629;3
1235;2023-03-30;231;1
1236;2023-03-30;468;2
1237;2023-03-30;144;2
1238;2023-03-30;341;4
1239;2023-03-30;566;4
1240;2023-03-30;290;5
1241;2023-03-30;851;5
1242;2023-03-30;294;5
1243;2023-03-30;401;3
1244;2023-03-30;512;4
1245;2023-03-30;116;1
1246;2023-03-30;606;2
1247;2023-03-30;78;2
1248;2023-03-30;102;4
1249;2023-03-31;496;2
1250;2023-03-31;564;3
1251;2023-03-31;482;3
1252;2023-03-31;666;4
1253;2023-03-31;469;5
1254;2023-03-31;190;6
1255;2023-03-31;774;1
1256;2023-03-31;628;3
1257;2023-03-31;938;4
1258;2023-03-31;267;5
1259;2023-03-31;796;1
1260;2023-03-31;48;4
1261;2023-03-31;982;3
1262;2023-03-31;400;6
1263;2023-03-31;722;3
1264;2023-03-31;715;4
1265;2023-03-31;648;3
1266;2023-04-01;246;1
1267;2023-04-01;553;2
1268;2023-04-01;851;2
1269;2023-04-01;343;3
1270;2023-04-01;88;2
1271;2023-04-01;832;4
1272;2023-04-01;519;1
1273;2023-04-01;665;1
1274;2023-04-01;391;5
1275;2023-04-01;19;2
1276;2023-04-01;472;6
1277;2023-04-01;788;2
1278;2023-04-01;696;2
1279;2023-04-02;107;6
1280;2023-04-02;850;4
1281;2023-04-02;571;6
1282;2023-04-02;773;6
1283;2023-04-02;307;5
1284;2023-04-02;415;5
1285;2023-04-02;593;1
1286;2023-04-02;654;5
1287;2023-04-02;7;1
1288;2023-04-02;90;3
1289;2023-04-02;523;2
1290;2023-04-02;888;1
1291;2023-04-02;57;2
1292;2023-04-03;940;2
1293;2023-04-03;55;3
1294;2023-04-03;213;4
1295;2023-04-03;483;1
1296;2023-04-03;969;1
1297;2023-04-03;513;5
1298;2023-04-03;218;6
1299;2023-04-03;648;5
1300;2023-04-03;414;4
1301;2023-04-03;378;6
1302;2023-04-03;546;3
1303;2023-04-03;263;6
1304;2023-04-03;769;2
1305;2023-04-03;238;3
1306;2023-04-03;162;6
1307;2023-04-03;332;1
1308;2023-04-03;800;2
1309;2023-04-03;293;1
1310;2023-04-04;163;2
1311;2023-04-04;938;3
1312;2023-04-04;260;3
1313;2023-04-04;352;3
1314;2023-04-04;204;1
1315;2023-04-04;999;2
1316;2023-04-04;882;4
1317;2023-04-04;896;6
1318;2023-04-05;278;1
1319;2023-04-05;187;6
1320;2023-04-05;462;6
1321;2023-04-05;407;2
1322;2023-04-05;546;3
1323;2023-04-05;44;4
1324;2023-04-05;10;5
1325;2023-04-05;205;1
1326;2023-04-05;723;6
1327;2023-04-05;91;1
1328;2023-04-05;52;2
1329;2023-04-05;110;1
1330;2023-04-05;162;5
1331;2023-04-05;59;1
1332;2023-04-06;568;5
1333;2023-04-06;94;3
1334;2023-04-06;932;6
1335;2023-04-06;767;3
1336;2023-04-06;694;2
1337;2023-04-06;492;3
1338;2023-04-06;524;4
1339;2023-04-06;111;3
1340;2023-04-06;557;2
1341;2023-04-06;77;4
1342;2023-04-06;78;4
1343;2023-04-06;662;5
1344;2023-04-06;108;4
1345;2023-04-07;244;5
1346;2023-04-07;887;6
1347;2023-04-07;669;3
1348;2023-04-07;231;1
1349;2023-04-07;511;5
1350;2023-04-07;846;4
1351;2023-04-07;807;5
1352;2023-04-07;627;4
1353;2023-04-07;925;5
1354;2023-04-07;759;6
1355;2023-04-07;780;5
1356;2023-04-07;447;4
1357;2023-04-07;813;2
1358;2023-04-07;315;4
1359;2023-04-08;244;5
1360;2023-04-08;268;6
1361;2023-04-08;585;5
1362;2023-04-08;451;1
1363;2023-04-08;931;3
1364;2023-04-08;924;6
1365;2023-04-08;169;4
1366;2023-04-08;669;5
1367;2023-04-08;778;4
1368;2023-04-08;230;1
1369;2023-04-08;646;2
1370;2023-04-09;70;5
1371;2023-04-09;411;4
1372;2023-04-09;945;4
1373;2023-04-09;904;4
1374;2023-04-09;327;5
1375;2023-04-09;695;5
1376;2023-04-09;46;1
1377;2023-04-09;61;5
1378;2023-04-09;901;2
1379;2023-04-09;393;5
1380;2023-04-09;944;6
1381;2023-04-09;568;6
1382;2023-04-09;522;5
1383;2023-04-09;835;6
1384;2023-04-09;889;6
1385;2023-04-09;968;5
1386;2023-04-09;900;6
1387;2023-04-09;76;4
1388;2023-04-09;468;3
1389;2023-04-09;849;1
1390;2023-04-09;487;6
1391;2023-04-09;319;4
1392;2023-04-10;707;5
1393;2023-04-10;532;1
1394;2023-04-10;843;1
1395;2023-04-10;911;1
1396;2023-04-10;612;6
1397;2023-04-10;498;5
1398;2023-04-10;718;2
1399;2023-04-10;149;6
1400;2023-04-10;880;4
1401;2023-04-10;488;5
1402;2023-04-10;992;2
1403;2023-04-10;876;1
1404;2023-04-10;528;5
1405;2023-04-10;829;2
1406;2023-04-10;600;3
1407;2023-04-10;893;3
1408;2023-04-11;441;6
1409;2023-04-11;120;5
1410;2023-04-11;968;6
1411;2023-04-11;192;4
1412;2023-04-11;242;2
1413;2023-04-11;295;5
1414;2023-04-11;687;1
1415;2023-04-11;421;5
1416;2023-04-11;257;5
1417;2023-04-11;377;4
1418;2023-04-11;886;1
1419;2023-04-11;51;3
1420;2023-04-11;404;4
1421;2023-04-11;579;1
1422;2023-04-11;48;6
1423;2023-04-11;238;2
1424;2023-04-11;961;6
1425;2023-04-11;13;6
1426;2023-04-11;81;6
1427;2023-04-11;856;1
1428;2023-04-11;409;1
1429;2023-04-11;52;5
1430;2023-04-11;944;1
1431;2023-04-12;576;1
1432;2023-04-12;591;2
1433;2023-04-12;500;1
1434;2023-04-12;112;4
1435;2023-04-12;669;5
1436;2023-04-12;583;6
1437;2023-04-12;252;5
1438;2023-04-12;287;4
1439;2023-04-12;669;2
1440;2023-04-13;770;6
1441;2023-04-13;869;2
1442;2023-04-13;551;3
1443;2023-04-13;816;3
1444;2023-04-13;641;1
1445;2023-04-13;296;5
1446;2023-04-13;887;1
1447;2023-04-13;47;2
1448;2023-04-13;502;6
1449;2023-04-13;126;4
1450;2023-04-13;99;6
1451;2023-04-13;498;6
1452;2023-04-13;466;4
1453;2023-04-13;454;5
1454;2023-04-13;65;5
1455;2023-04-13;713;3
1456;2023-04-14;566;5
1457;2023-04-14;496;4
1458;2023-04-14;243;1
1459;2023-04-14;123;3
1460;2023-04-14;306;5
1461;2023-04-14;964;4
1462;2023-04-14;591;6
1463;2023-04-14;90;4
1464;2023-04-14;326;6
1465;2023-04-14;824;3
1466;2023-04-14;870;2
1467;2023-04-15;370;2
1468;2023-04-15;812;2
1469;2023-04-15;638;5
1470;2023-04-15;457;1
1471;2023-04-15;263;4
1472;2023-04-15;96;3
1473;2023-04-15;318;6
1474;2023-04-15;832;3
1475;2023-04-15;569;2
1476;2023-04-15;924;5
1477;2023-04-15;61;2
1478;2023-04-15;368;1
1479;2023-04-15;838;2
1480;2023-04-15;227;1
1481;2023-04-16;509;4
1482;2023-04-16;744;6
1483;2023-04-16;234;1
1484;2023-04-16;997;1
1485;2023-04-16;193;6
1486;2023-04-16;336;2
1487;2023-04-16;393;3
1488;2023-04-16;40;3
1489;2023-04-16;634;4
1490;2023-04-16;852;2
1491;2023-04-16;267;1
1492;2023-04-16;615;1
1493;2023-04-16;948;2
1494;2023-04-16;286;6
1495;2023-04-16;899;6
1496;2023-04-16;843;3
1497;2023-04-17;844;1
1498;2023-04-17;246;5
1499;2023-04-17;688;6
1500;2023-04-17;837;2
1501;2023-04-17;417;2
1502;2023-04-17;892;6
1503;2023-04-17;432;5
1504;2023-04-18;388;3
1505;2023-04-18;93;3
1506;2023-04-18;972;2
1507;2023-04-18;818;4
1508;2023-04-18;953;5
1509;2023-04-18;172;4
1510;2023-04-18;148;5
1511;2023-04-18;780;2
1512;2023-04-18;65;3
1513;2023-04-18;209;3
1514;2023-04-18;740;1
1515;2023-04-18;370;2
1516;2023-04-18;184;1
1517;2023-04-18;744;2
1518;2023-04-19;683;2
1519;2023-04-19;947;3
1520;2023-04-19;873;4
1521;2023-04-19;275;5
1522;2023-04-19;821;6
1523;2023-04-19;455;5
1524;2023-04-19;879;2
1525;2023-04-19;601;2
1526;2023-04-19;473;4
1527;2023-04-19;77;2
1528;2023-04-19;840;2
1529;2023-04-19;769;5
1530;2023-04-19;761;1
1531;2023-04-19;662;3
1532;2023-04-20;545;6
1533;2023-04-20;243;1
1534;2023-04-20;296;5
1535;2023-04-20;970;5
1536;2023-04-20;788;1
1537;2023-04-20;626;5
1538;2023-04-20;193;3
1539;2023-04-20;927;5
1540;2023-04-20;684;5
1541;2023-04-21;855;1
1542;2023-04-21;645;2
1543;2023-04-21;880;2
1544;2023-04-21;458;2
1545;2023-04-21;512;5
1546;2023-04-21;875;2
1547;2023-04-21;664;6
1548;2023-04-21;958;4
1549;2023-04-21;370;6
1550;2023-04-21;425;4
1551;2023-04-22;330;4
1552;2023-04-22;584;1
1553;2023-04-22;10;5
1554;2023-04-22;825;4
1555;2023-04-22;664;4
1556;2023-04-22;201;6
1557;2023-04-22;73;2
1558;2023-04-23;556;4
1559;2023-04-23;72;2
1560;2023-04-23;978;3
1561;2023-04-23;316;5
1562;2023-04-23;676;5
1563;2023-04-23;582;3
1564;2023-04-23;705;6
1565;2023-04-23;828;2
1566;2023-04-23;202;4
1567;2023-04-23;200;6
1568;2023-04-24;339;4
1569;2023-04-24;425;2
1570;2023-04-24;572;4
1571;2023-04-24;213;2
1572;2023-04-24;297;1
1573;2023-04-24;55;4
1574;2023-04-24;306;1
1575;2023-04-24;5;4
1576;2023-04-24;28;4
1577;2023-04-24;630;3
1578;2023-04-24;714;4
1579;2023-04-24;1000;4
1580;2023-04-24;568;6
1581;2023-04-24;343;3
1582;2023-04-25;379;2
1583;2023-04-25;204;4
1584;2023-04-25;259;2
1585;2023-04-25;89;4
1586;2023-04-25;103;6
1587;2023-04-25;435;5
1588;2023-04-25;484;2
1589;2023-04-25;506;6
1590;2023-04-25;338;3
1591;2023-04-25;203;5
1592;2023-04-25;751;1
1593;2023-04-25;56;2
1594;2023-04-25;712;1
1595;2023-04-25;345;6
1596;2023-04-25;5;2
1597;2023-04-25;208;6
1598;2023-04-25;370;3
1599;2023-04-25;571;4
1600;2023-04-25;724;4
1601;2023-04-25;59;5
1602;2023-04-26;925;1
1603;2023-04-26;389;1
1604;2023-04-26;828;2
1605;2023-04-26;853;2
1606;2023-04-26;254;1
1607;2023-04-26;540;4
1608;2023-04-26;348;5
1609;2023-04-26;104;1
1610;2023-04-26;551;4
1611;2023-04-26;356;5
1612;2023-04-27;770;6
1613;2023-04-27;990;4
1614;2023-04-27;662;4
1615;2023-04-27;74;4
1616;2023-04-27;763;5
1617;2023-04-27;427;2
1618;2023-04-27;659;3
1619;2023-04-27;492;6
1620;2023-04-27;658;4
1621;2023-04-27;411;5
1622;2023-04-27;768;4
1623;2023-04-27;952;5
1624;2023-04-27;662;1
1625;2023-04-27;549;5
1626;2023-04-28;373;6
1627;2023-04-28;867;5
1628;2023-04-28;246;5
1629;2023-04-28;395;1
1630;2023-04-28;502;2
1631;2023-04-28;35;4
1632;2023-04-28;5;6
1633;2023-04-28;117;5
1634;2023-04-28;304;3
1635;2023-04-28;286;4
1636;2023-04-28;537;1
1637;2023-04-28;596;3
1638;2023-04-29;729;4
1639;2023-04-29;192;6
1640;2023-04-29;75;5
1641;2023-04-29;1;3
1642;2023-04-29;715;5
1643;2023-04-29;523;4
1644;2023-04-29;334;6
1645;2023-04-29;1000;2
1646;2023-04-29;575;3
1647;2023-04-29;405;4
1648;2023-04-29;819;5
1649;2023-04-29;107;4
1650;2023-04-29;597;4
1651;2023-04-29;7;4
1652;2023-04-29;207;1
1653;2023-04-30;672;1
1654;2023-04-30;148;6
1655;2023-04-30;23;2
1656;2023-04-30;268;2
1657;2023-04-30;546;2
1658;2023-04-30;210;1
1659;2023-04-30;968;2
1660;2023-04-30;959;6
1661;2023-04-30;441;3
1662;2023-04-30;967;2
1663;2023-04-30;155;3
1664;2023-04-30;182;4
1665;2023-04-30;983;6
1666;2023-04-30;694;4
1667;2023-04-30;204;1
1668;2023-04-30;397;2
1669;2023-05-01;814;3
1670;2023-05-01;48;3
1671;2023-05-01;253;5
1672;2023-05-01;204;2
1673;2023-05-01;646;1
1674;2023-05-01;828;1
1675;2023-05-01;819;1
1676;2023-05-01;663;5
1677;2023-05-01;184;6
1678;2023-05-01;61;4
1679;2023-05-02;555;4
1680;2023-05-02;875;3
1681;2023-05-02;616;1
1682;2023-05-02;470;1
1683;2023-05-02;394;5
1684;2023-05-02;766;3
1685;2023-05-02;259;3
1686;2023-05-02;471;3
1687;2023-05-02;226;1
1688;2023-05-02;455;1
1689;2023-05-02;536;1
1690;2023-05-03;115;4
1691;2023-05-03;299;4
1692;2023-05-03;906;3
1693;2023-05-03;239;2
1694;2023-05-03;51;3
1695;2023-05-03;359;5
1696;2023-05-03;291;2
1697;2023-05-03;338;5
1698;2023-05-03;311;2
1699;2023-05-03;670;1
1700;2023-05-03;740;4
1701;2023-05-03;772;1
1702;2023-05-03;209;3
1703;2023-05-03;943;6
1704;2023-05-04;562;1
1705;2023-05-04;950;1
1706;2023-05-04;536;6
1707;2023-05-04;714;6
1708;2023-05-04;809;1
1709;2023-05-04;326;2
1710;2023-05-04;973;3
1711;2023-05-04;526;2
1712;2023-05-04;344;2
1713;2023-05-04;794;1
1714;2023-05-04;538;1
1715;2023-05-05;314;3
1716;2023-05-05;498;6
1717;2023-05-05;663;3
1718;2023-05-05;611;1
1719;2023-05-05;869;6
1720;2023-05-05;856;1
1721;2023-05-05;971;1
1722;2023-05-05;12;3
1723;2023-05-05;475;4
1724;2023-05-05;872;2
1725;2023-05-05;438;3
1726;2023-05-05;828;3
1727;2023-05-06;1000;1
1728;2023-05-06;311;6
1729;2023-05-06;738;1
1730;2023-05-06;852;6
1731;2023-05-06;881;1
1732;2023-05-06;408;1
1733;2023-05-06;720;5
1734;2023-05-06;393;2
1735;2023-05-06;512;2
1736;2023-05-06;75;6
1737;2023-05-06;397;2
1738;2023-05-06;783;1
1739;2023-05-06;802;2
1740;2023-05-06;1;4
1741;2023-05-07;995;5
1742;2023-05-07;361;2
1743;2023-05-07;373;5
1744;2023-05-07;630;6
1745;2023-05-07;52;1
1746;2023-05-07;940;6
1747;2023-05-07;151;2
1748;2023-05-07;576;5
1749;2023-05-07;266;4
1750;2023-05-07;367;3
1751;2023-05-07;569;2
1752;2023-05-07;513;3
1753;2023-05-07;822;5
1754;2023-05-07;965;5
1755;2023-05-07;991;1
1756;2023-05-08;137;5
1757;2023-05-08;760;6
1758;2023-05-08;206;2
1759;2023-05-08;915;6
1760;2023-05-08;202;1
1761;2023-05-08;428;2
1762;2023-05-08;426;2
1763;2023-05-08;392;3
1764;2023-05-08;185;3
1765;2023-05-08;324;1
1766;2023-05-08;104;1
1767;2023-05-08;294;3
1768;2023-05-08;673;1
1769;2023-05-08;101;5
1770;2023-05-08;199;5
1771;2023-05-09;491;4
1772;2023-05-09;652;3
1773;2023-05-09;522;1
1774;2023-05-09;10;3
1775;2023-05-09;63;1
1776;2023-05-09;310;5
1777;2023-05-09;659;2
1778;2023-05-09;818;6
1779;2023-05-09;338;3
1780;2023-05-09;993;4
1781;2023-05-10;347;1
1782;2023-05-10;706;4
1783;2023-05-10;536;2
1784;2023-05-10;348;6
1785;2023-05-10;341;4
1786;2023-05-10;383;5
1787;2023-05-10;398;3
1788;2023-05-10;130;2
1789;2023-05-10;467;5
1790;2023-05-10;376;5
1791;2023-05-10;720;4
1792;2023-05-10;740;3
1793;2023-05-11;681;5
1794;2023-05-11;553;4
1795;2023-05-11;210;2
1796;2023-05-11;752;6
1797;2023-05-11;901;5
1798;2023-05-11;367;6
1799;2023-05-11;367;4
1800;2023-05-11;969;3
1801;2023-05-11;36;1
1802;2023-05-11;849;4
1803;2023-05-11;846;2
1804;2023-05-11;574;2
1805;2023-05-11;929;4
1806;2023-05-11;849;6
1807;2023-05-11;741;6
1808;2023-05-12;387;1
1809;2023-05-12;55;6
1810;2023-05-12;677;2
1811;2023-05-12;482;6
1812;2023-05-12;22;3
1813;2023-05-12;808;2
1814;2023-05-12;750;3
1815;2023-05-12;265;6
1816;2023-05-12;931;3
1817;2023-05-12;261;6
1818;2023-05-12;4;2
1819;2023-05-12;4;6
1820;2023-05-12;346;5
1821;2023-05-12;88;6
1822;2023-05-13;38;5
1823;2023-05-13;124;6
1824;2023-05-13;601;1
1825;2023-05-13;297;5
1826;2023-05-13;838;2
1827;2023-05-13;841;1
1828;2023-05-13;572;2
1829;2023-05-13;278;3
1830;2023-05-13;181;1
1831;2023-05-13;161;6
1832;2023-05-13;411;3
1833;2023-05-13;425;4
1834;2023-05-13;110;4
1835;2023-05-13;762;6
1836;2023-05-14;736;6
1837;2023-05-14;493;1
1838;2023-05-14;792;2
1839;2023-05-14;486;3
1840;2023-05-14;677;6
1841;2023-05-14;278;1
1842;2023-05-14;943;2
1843;2023-05-14;825;6
1844;2023-05-14;381;6
1845;2023-05-14;750;6
1846;2023-05-14;969;3
1847;2023-05-14;464;4
1848;2023-05-15;437;4
1849;2023-05-15;504;2
1850;2023-05-15;798;6
1851;2023-05-15;521;6
1852;2023-05-15;286;5
1853;2023-05-15;198;3
1854;2023-05-15;696;5
1855;2023-05-15;536;5
1856;2023-05-15;183;6
1857;2023-05-15;568;1
1858;2023-05-16;468;6
1859;2023-05-16;817;4
1860;2023-05-16;622;1
1861;2023-05-16;909;1
1862;2023-05-16;197;3
1863;2023-05-16;296;6
1864;2023-05-16;532;4
1865;2023-05-16;503;2
1866;2023-05-16;361;1
1867;2023-05-16;17;4
1868;2023-05-17;324;6
1869;2023-05-17;61;4
1870;2023-05-17;260;1
1871;2023-05-17;249;4
1872;2023-05-17;558;3
1873;2023-05-17;743;5
1874;2023-05-17;462;6
1875;2023-05-17;398;5
1876;2023-05-17;716;3
1877;2023-05-17;560;5
1878;2023-05-17;145;3
1879;2023-05-17;85;3
1880;2023-05-18;685;5
1881;2023-05-18;221;4
1882;2023-05-18;40;6
1883;2023-05-18;764;4
1884;2023-05-18;122;5
1885;2023-05-18;168;2
1886;2023-05-18;390;3
1887;2023-05-18;174;5
1888;2023-05-18;527;4
1889;2023-05-18;250;3
1890;2023-05-18;801;5
1891;2023-05-18;54;3
1892;2023-05-18;458;3
1893;2023-05-18;629;6
1894;2023-05-18;442;3
1895;2023-05-18;153;6
1896;2023-05-18;603;2
1897;2023-05-19;946;2
1898;2023-05-19;623;1
1899;2023-05-19;39;5
1900;2023-05-19;848;2
1901;2023-05-19;232;6
1902;2023-05-19;326;5
1903;2023-05-19;847;6
1904;2023-05-19;342;4
1905;2023-05-19;436;3
1906;2023-05-19;331;3
1907;2023-05-19;928;1
1908;2023-05-19;277;5
1909;2023-05-19;350;6
1910;2023-05-19;857;1
1911;2023-05-19;135;6
1912;2023-05-19;477;6
1913;2023-05-19;978;5
1914;2023-05-20;330;1
1915;2023-05-20;736;3
1916;2023-05-20;209;2
1917;2023-05-20;400;4
1918;2023-05-20;267;6
1919;2023-05-20;956;2
1920;2023-05-20;897;4
1921;2023-05-20;959;2
1922;2023-05-20;269;1
1923;2023-05-20;789;2
1924;2023-05-21;350;5
1925;2023-05-21;501;6
1926;2023-05-21;238;2
1927;2023-05-21;192;3
1928;2023-05-21;911;3
1929;2023-05-21;98;5
1930;2023-05-21;35;2
1931;2023-05-21;61;4
1932;2023-05-21;726;2
1933;2023-05-21;892;5
1934;2023-05-21;615;6
1935;2023-05-21;436;5
1936;2023-05-21;781;4
1937;2023-05-21;19;5
1938;2023-05-21;773;5
1939;2023-05-21;86;2
1940;2023-05-21;671;5
1941;2023-05-21;611;3
1942;2023-05-21;298;5
1943;2023-05-22;666;6
1944;2023-05-22;457;2
1945;2023-05-22;992;6
1946;2023-05-22;551;4
1947;2023-05-22;452;4
1948;2023-05-22;47;2
1949;2023-05-22;354;5
1950;2023-05-22;75;1
1951;2023-05-23;368;5
1952;2023-05-23;77;5
1953;2023-05-23;782;4
1954;2023-05-23;117;4
1955;2023-05-23;329;4
1956;2023-05-23;657;5
1957;2023-05-23;727;4
1958;2023-05-23;570;5
1959;2023-05-23;771;1
1960;2023-05-23;989;4
1961;2023-05-23;962;2
1962;2023-05-23;294;5
1963;2023-05-23;922;2
1964;2023-05-23;756;5
1965;2023-05-24;947;6
1966;2023-05-24;581;2
1967;2023-05-24;298;5
1968;2023-05-24;336;6
1969;2023-05-24;494;2
1970;2023-05-24;189;6
1971;2023-05-24;146;4
1972;2023-05-24;543;2
1973;2023-05-24;423;6
1974;2023-05-24;902;1
1975;2023-05-24;903;2
1976;2023-05-24;389;6
1977;2023-05-24;989;1
1978;2023-05-24;446;3
1979;2023-05-24;51;2
1980;2023-05-24;785;6
1981;2023-05-24;995;3
1982;2023-05-24;467;4
1983;2023-05-24;11;6
1984;2023-05-24;832;4
1985;2023-05-24;425;2
1986;2023-05-24;239;3
1987;2023-05-25;739;5
1988;2023-05-25;153;5
1989;2023-05-25;959;3
1990;2023-05-25;842;6
1991;2023-05-25;233;5
1992;2023-05-25;135;6
1993;2023-05-25;874;5
1994;2023-05-25;633;6
1995;2023-05-25;417;1
1996;2023-05-25;397;4
1997;2023-05-26;338;4
1998;2023-05-26;555;3
1999;2023-05-26;179;5
2000;2023-05-26;336;6
2001;2023-05-26;455;1
2002;2023-05-26;447;5
2003;2023-05-26;925;5
2004;2023-05-26;765;4
2005;2023-05-26;177;3
2006;2023-05-26;832;3
2007;2023-05-26;468;4
2008;2023-05-26;636;4
2009;2023-05-26;712;4
2010;2023-05-26;1000;4
2011;2023-05-26;134;6
2012;2023-05-26;891;2
2013;2023-05-26;984;2
2014;2023-05-26;779;6
2015;2023-05-26;425;6
2016;2023-05-26;696;2
2017;2023-05-26;571;5
2018;2023-05-27;228;5
2019;2023-05-27;210;6
2020;2023-05-27;610;4
2021;2023-05-28;440;5
2022;2023-05-28;690;3
2023;2023-05-28;300;4
2024;2023-05-28;207;3
2025;2023-05-28;390;1
2026;2023-05-28;566;3
2027;2023-05-28;931;2
2028;2023-05-28;425;4
2029;2023-05-28;277;4
2030;2023-05-28;734;4
2031;2023-05-28;277;4
2032;2023-05-29;23;1
2033;2023-05-29;791;6
2034;2023-05-29;197;2
2035;2023-05-29;449;1
2036;2023-05-29;423;1
2037;2023-05-29;635;5
2038;2023-05-29;977;5
2039;2023-05-29;192;2
2040;2023-05-29;37;6
2041;2023-05-29;592;3
2042;2023-05-29;571;2
2043;2023-05-30;597;3
2044;2023-05-30;213;4
2045;2023-05-30;224;6
2046;2023-05-30;405;6
2047;2023-05-30;438;1
2048;2023-05-30;164;1
2049;2023-05-30;719;2
2050;2023-05-30;481;4
2051;2023-05-30;332;2
2052;2023-05-30;945;6
2053;2023-05-30;27;2
2054;2023-05-30;426;6
2055;2023-05-30;391;4
2056;2023-05-30;388;5
2057;2023-05-30;221;6
2058;2023-05-30;81;3
2059;2023-05-31;356;5
2060;2023-05-31;872;5
2061;2023-05-31;557;3
2062;2023-05-31;642;6
2063;2023-05-31;61;5
2064;2023-05-31;127;1
